Log for:D:/Marats training/skill/git/test/
# timestamp | duration | file | instruction | dir | modtime | etag | size | fileId | status | errorString | http result code | other size | other modtime | X-Request-ID
#=#=#=# Syncrun started 2023-07-19T03:01:45Z
#=#=#=#=# Propagation starts 2023-07-19T03:01:45Z (last step: 604 msec , total: 604 msec) 
2023-07-19T03:01:45Z | README.md | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1685942869 | fcb942e4998dffaf61e8dc2a13d4a954 | 6298 | 00468592ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 956f366b-c648-4349-bee6-7dc9ce59bbbd | 
2023-07-19T03:01:51Z | 1.python/10.0/10.4/10.4.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 3c2e4170884bb367f84ac7559717bfb2 | 412 | 00468617ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | bd883a32-1080-4bf3-b17f-6d46fa984eb1 | 
2023-07-19T03:01:48Z | 1.python/10.0/10.4 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468603ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 87ab2793-5b45-45f7-b6ee-22ebfd2a232d | 
2023-07-19T03:01:51Z | 1.python/10.0/10.3/10.3.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 2636198ac72d063d3c524db7e8f0ba66 | 348 | 00468614ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 495e6e0b-77f3-460f-9bcb-f855ca0d260e | 
2023-07-19T03:01:48Z | 1.python/10.0/10.3 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468602ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 97de4c79-dfd3-4240-af2e-7661596e2ae7 | 
2023-07-19T03:01:46Z | 1.python/10.0 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468595ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a5eb3adb-d8a1-49b4-a91f-e32957dc975f | 
2023-07-19T03:01:53Z | 1.python/11.0/11.2/11.2.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 44df7eb362b188f694a8ebf4003f1a16 | 204 | 00468618ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | aaa89df8-ded9-4f53-b057-d8a3a7e70df0 | 
2023-07-19T03:01:52Z | 1.python/11.0/11.2/11.2.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 09f67470fa331d01d1262e65f5ba7f91 | 190 | 00468619ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | aa7b1890-c823-41c6-988c-15539d6cebf9 | 
2023-07-19T03:01:53Z | 1.python/11.0/11.3/11.3.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | d4265efbb829ed572e4b2be6ed8ac559 | 192 | 00468620ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 2c65cb56-1590-4dbe-bc86-413b52ae5224 | 
2023-07-19T03:01:53Z | 1.python/11.0/11.2/11.2.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | af74019ab09f08f085f749b5fae94642 | 422 | 00468621ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 4b03c5a5-ba91-4e04-af89-1f355c8cea52 | 
2023-07-19T03:01:48Z | 1.python/11.0/11.2 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468605ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 360484af-d7cb-445c-a87c-82b9b9a2972a | 
2023-07-19T03:01:53Z | 1.python/11.0/11.3/11.3.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 79a4e2c169b1422df07d6b3009d444d8 | 412 | 00468622ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 239462b6-17b7-424c-a769-2735e4d82804 | 
2023-07-19T03:01:53Z | 1.python/11.0/11.3/11.3.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 58e3dfe8307d66e84a577d1a1a521f2c | 676 | 00468623ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 154d9cbb-bc43-4edb-8fd7-b6c387547a72 | 
2023-07-19T03:01:49Z | 1.python/11.0/11.3 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468607ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | c494c37d-8cdc-4ae6-a380-39c1dd1333ea | 
2023-07-19T03:01:54Z | 1.python/12.0/12.2/12.2.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | f90a4577273fd8c610fc3c833ab4a917 | 333 | 00468624ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | af9afc5f-b50a-4bb7-9111-a9eeaa39ab51 | 
2023-07-19T03:01:54Z | 1.python/12.0/12.2/12.2.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 4ea934bec58af2e378930dc48ecd3bc5 | 241 | 00468627ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 4c3a140b-a4cf-4eba-b9c4-b86a63f97c98 | 
2023-07-19T03:01:54Z | 1.python/12.0/12.2/12.2.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 9ffc8a98fc1a36d42d08a05278765b59 | 207 | 00468629ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | ed6a8ca8-5f73-4376-a7d0-f0e706665127 | 
2023-07-19T03:01:47Z | 1.python/12.0/12.2 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468599ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 1ab604b7-4c67-4c91-830f-dae86150ca9a | 
2023-07-19T03:01:55Z | 1.python/11.0/11.4/11.4.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 5bb11bf369c8879a92992ad4915fd980 | 169 | 00468631ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | b28b2e8a-a7e8-42d8-9a2e-1e6620ba8171 | 
2023-07-19T03:01:56Z | 1.python/11.0/11.4/11.4.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 3b242087fde2e3279b248eeee1294600 | 946 | 00468633ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 0f64b421-c99c-497a-aa6c-a31a3f2590df | 
2023-07-19T03:01:56Z | 1.python/11.0/11.4/11.4.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 215ea12a4836464f6605c202e598c4c8 | 179 | 00468632ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | ded87147-f627-4663-9cf6-a267bf153b7d | 
2023-07-19T03:01:54Z | 1.python/11.0/11.4 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468625ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | e44a82bf-2db4-4d9b-9c7c-6804a368ae6d | 
2023-07-19T03:01:46Z | 1.python/11.0 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468596ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 7f727cad-ae79-4cf5-a410-1adbb3927a53 | 
2023-07-19T03:01:57Z | 1.python/12.0/12.3/12.3.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 87e85f9f5054d832a9b8e8c882d44297 | 209 | 00468634ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | e7ecfdcc-32c7-4a20-9fb5-09f10b2d67fe | 
2023-07-19T03:01:57Z | 1.python/12.0/12.3/12.3.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | a1ab9f1c5f5ee2532ba68b2ec480c779 | 326 | 00468635ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 408968ae-fb2c-458c-a64d-d0079c17fe3a | 
2023-07-19T03:01:57Z | 1.python/12.0/12.4/12.4.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 184f1300f36e92873d2e2ac6c26ad51c | 222 | 00468638ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 139b7659-d23f-493e-89ad-29872967c63e | 
2023-07-19T03:01:58Z | 1.python/12.0/12.4/12.4.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 19f499d63c7fa14294766952d53e13c2 | 1138 | 00468639ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 5b2abfad-bd26-46b2-8e12-a621941859b7 | 
2023-07-19T03:01:57Z | 1.python/12.0/12.3/12.3.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 8308b83d491bf931d44bdcc39918eb5e | 758 | 00468636ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 9ddc84f0-05e5-48b8-a48f-17309b7658fb | 
2023-07-19T03:01:54Z | 1.python/12.0/12.3 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468626ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 3b86593e-312f-4cf8-8c63-73dfe9cc87ba | 
2023-07-19T03:01:57Z | 1.python/12.0/12.4/12.4.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 9dee753c2c34a20f924adaeb44ed5ffc | 775 | 00468637ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 706cad37-5dbc-4f59-82e9-45d1dded370f | 
2023-07-19T03:01:55Z | 1.python/12.0/12.4 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468630ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 73dd82ee-0425-42e5-b5bf-1bddb9b06cc9 | 
2023-07-19T03:01:46Z | 1.python/12.0 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468594ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 4e98617a-ecee-4d35-bfc4-9836dab234f7 | 
2023-07-19T03:01:58Z | 1.python/13.0/13.2/13.2.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | d07bf4f34ba336c5087a86189e003c48 | 405 | 00468641ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | b6137c08-bc5f-4be5-9441-eb07a0829ada | 
2023-07-19T03:01:58Z | 1.python/13.0/13.2/13.2.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 939d4da37e355e8fd349ddcbdf955b88 | 650 | 00468642ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | d9b4ae64-96c4-4b4b-a4a0-38be7dbbfe3e | 
2023-07-19T03:01:58Z | 1.python/13.0/13.2/13.2.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 77096ad74ec9b05aa6329396c451cf32 | 362 | 00468640ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 870740b8-f4c0-4776-9365-8eef88815736 | 
2023-07-19T03:01:55Z | 1.python/13.0/13.2 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468628ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | efe8bce9-8606-4862-8497-1fee55d1bb6a | 
2023-07-19T03:02:00Z | 1.python/5.6/admission.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 10b47a2908911014f0cbdb8c8f9da9b6 | 590 | 00468644ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | bab9ca60-d53e-442c-a5df-b216c4a7cc0b | 
2023-07-19T03:02:00Z | 1.python/5.6/apartament.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 3d815eb50e38a70df3848561957cbf16 | 342 | 00468645ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 21a5a069-5f88-4d90-a784-faa005d9d292 | 
2023-07-19T03:02:00Z | 1.python/5.6/function.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 7e3634b9e486e610db369648e3434396 | 166 | 00468646ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | fe7eedc9-31be-4953-8f8f-7f3f3f48a3c0 | 
2023-07-19T03:02:01Z | 1.python/5.6/post.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | b8b24785af4a660f3385f3e32588ef3e | 407 | 00468650ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | e91479ff-81f1-43f8-bf41-20f19854f2c3 | 
2023-07-19T03:02:01Z | 1.python/5.6/numberprint.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 8b9ca9730b191511d46acd5bd4477d22 | 476 | 00468648ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 4d0f35b0-8ec7-4443-b7e3-d85171b3b069 | 
2023-07-19T03:02:00Z | 1.python/5.6/experience_calc.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | b1ecf3f872232fcf9a6fe337525c85cc | 316 | 00468649ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a469010d-a14b-4ac6-a720-3445e0b23557 | 
2023-07-19T03:01:46Z | 1.python/5.6 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468598ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | ba1b1885-3e35-4df6-96f6-3c038baea13b | 
2023-07-19T03:02:02Z | 1.python/13.0/13.3/13.3.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 2b16db262b670104ede5c9a783bfccf9 | 157 | 00468653ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 2ef9e5f4-2644-46c1-9425-90eedfa8e62b | 
2023-07-19T03:02:02Z | 1.python/13.0/13.3/13.3.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 8e383e5341763535cfe88ada75e1d9bf | 337 | 00468654ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a5eb4576-0db8-40f9-8be6-4ea1458670e1 | 
2023-07-19T03:02:01Z | 1.python/13.0/13.3/13.3.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 740b57295bc20b36422de8a9bc37e588 | 129 | 00468652ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 5aa8f671-5cba-46b2-b19a-9764f932a1a2 | 
2023-07-19T03:01:59Z | 1.python/13.0/13.3 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468643ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 92993439-4e7a-45bb-8609-c9f203ec05a4 | 
2023-07-19T03:02:03Z | 1.python/13.0/13.4/13.4.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | e4723ce71cb3346625ac796f603339b5 | 384 | 00468657ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 829e4cea-6618-400b-a1f9-529800d7b292 | 
2023-07-19T03:02:03Z | 1.python/13.0/13.4/13.4.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | ab3989ab51a7e6849777ada6c9b43f63 | 357 | 00468659ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 925294ee-cd05-4856-8c14-20bcfa06700e | 
2023-07-19T03:02:00Z | 1.python/13.0/13.4 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468647ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | c72ec37b-e3bb-4b27-bf66-3081f5183607 | 
2023-07-19T03:01:46Z | 1.python/13.0 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468593ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | f687bf11-ef10-4b01-9ecd-cad31c24e2c7 | 
2023-07-19T03:02:03Z | 1.python/6.0/6.2/6.2.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | d6e851f6f6339a7ce74799ea475c4261 | 186 | 00468658ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 9a064e5a-b356-4a85-8e64-58dce4ea447f | 
2023-07-19T03:02:04Z | 1.python/6.0/6.2/6.2.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | f2e1dd4aea577d74fbd0cfd54ec033f0 | 258 | 00468660ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 6afd1638-b749-45e8-b77c-a53b5009bf5d | 
2023-07-19T03:02:04Z | 1.python/6.0/6.2/6.2.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 2be92a085e9b71e290f146a6fffcd33e | 353 | 00468662ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 327ec3ad-b8ff-4bd1-a5d4-0b1b5500146d | 
2023-07-19T03:02:01Z | 1.python/6.0/6.2 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468651ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | ac2982bd-7878-4424-b5a0-46ddd6ec26d4 | 
2023-07-19T03:02:05Z | 1.python/6.0/6.3/6.3.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | a0c36f3c3947ea1e9a27cc42eb812e9a | 319 | 00468663ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 9addf19f-b3da-4469-ae28-0a5655177981 | 
2023-07-19T03:02:05Z | 1.python/6.0/6.3/6.3.3.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | eff2082120a584e7a2e6fbe2c5464910 | 457 | 00468665ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 294afea2-2037-433f-bd2d-4d8ab9593ba5 | 
2023-07-19T03:02:04Z | 1.python/6.0/6.3/6.3.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 30b788a209514f7272037d0afb33fd9f | 204 | 00468664ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 30c9d355-9171-4ac3-91b7-e6ca9037b69c | 
2023-07-19T03:02:03Z | 1.python/6.0/6.3 | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 |  | 0 | 00468655ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 927934d1-84a8-4664-b6db-f972f86ea9f6 | 
2023-07-19T03:02:06Z | 1.python/6.0/6.4/6.4.2.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 6fcbf3508b991e422f93694d3865cd6c | 215 | 00468667ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | f93d4e5d-4bb8-4acd-9ae2-7033ef0b0c5c | 
2023-07-19T03:02:06Z | 1.python/6.0/6.5/6.5.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 491b5988ed57b77c9636e539fe0a3c0c | 115 | 00468669ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 8d254d7a-f51f-48fe-9200-01fc53a17775 | 
2023-07-19T03:02:05Z | 1.python/6.0/6.4/6.4.1.py | SyncInstruction(CSYNC_INSTRUCTION_NEW) | OCC::SyncFileItem::Up | | 1687749362 | 2621b7f5c12764b21060c446f160ef6e | 148 | 00468666ocq6a30y79n3 | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 5e5302fd-9cad-4f57-b249-cc3073966e79 | 
